,Planet Name,Discovery Year,Orbital Period (days),Orbital Radius,Planet Radius [Earth Radius],Planet Mass [Earth Mass],Planet Density,Equilibrium Temperature [K],Transit Duration [hours],Star luminosity
3491,Kepler-265 d,2014,43.130617,0.236,2.49,6.76,2.41,554.0,3.066,0.005
3492,Kepler-265 e,2014,67.831024,0.319,2.59,7.22,2.28,476.0,7.066,0.005
3493,Kepler-266 b,2014,6.61833,0.071,2.48,6.71,2.42,1066.0,3.717,0.012
3494,Kepler-266 c,2014,107.723601,0.457,3.89,14.4,1.34,421.0,8.08,0.012
3495,Kepler-267 b,2014,3.353728,0.037,1.98,37.9,26.8,615.0,1.494,-1.229
3496,Kepler-267 c,2014,6.87745,0.06,2.13,5.18,2.95,484.0,1.35,-1.229
3497,Kepler-267 d,2014,28.464515,0.154,2.27,5.77,2.71,301.0,2.742,-1.229
3498,Kepler-268 b,2014,25.934138,0.18,2.55,7.04,2.33,695.0,4.571,0.318
3499,Kepler-268 c,2014,83.446393,0.391,3.38,11.4,1.62,471.0,7.219,0.318
3500,Kepler-269 b,2014,5.326718,0.061,2.47,6.66,2.43,1007.0,3.387,0.368
3501,Kepler-269 c,2014,8.127899,0.081,1.69,3.5,3.98,875.0,3.899,0.368
3504,Kepler-27 d,2021,6.54628992,0.0668,2.706,7.78,2.16,810.0,2.993,-0.329
3505,Kepler-270 b,2014,11.476094,0.107,2.01,4.7,3.18,984.0,4.865,0.312
3506,Kepler-270 c,2014,25.262887,0.18,1.77,3.78,3.75,756.0,3.698,0.312
3507,Kepler-271 b,2014,10.43547805,0.0881,1.23,2.04,6.02,759.0,3.4047,-0.253
3508,Kepler-271 c,2014,7.41086267,0.0702,0.95,0.809,5.18,850.0,3.2769,-0.253
3509,Kepler-271 d,2016,5.24972541,0.0558,0.66,0.219,4.19,954.0,2.766,-0.253
3510,Kepler-272 b,2014,2.971353,0.038,1.43,78.0,147.0,1200.0,2.648,0.066
3511,Kepler-272 c,2014,6.057342,0.061,1.79,97.8,93.7,947.0,3.695,0.066
3512,Kepler-272 d,2014,10.937304,0.091,2.25,5.69,2.74,777.0,3.084,0.066
3513,Kepler-273 b,2014,2.936532,0.037,1.5,2.86,4.66,1209.0,1.704,-0.341
3514,Kepler-273 c,2014,8.014927,0.073,1.98,4.58,3.24,865.0,3.379,-0.341
3515,Kepler-274 b,2014,11.634788,0.101,1.54,2.99,4.5,961.0,5.541,0.201
3516,Kepler-274 c,2014,33.197861,0.204,1.84,4.04,3.56,678.0,4.544,0.201
3517,Kepler-275 b,2014,10.300682,0.098,2.34,6.08,2.61,1015.0,4.967,0.449
3518,Kepler-275 c,2014,16.088134,0.132,3.38,11.4,1.62,875.0,5.888,0.449
3519,Kepler-275 d,2014,35.676062,0.224,3.33,11.1,1.65,671.0,7.634,0.449
3520,Kepler-276 b,2014,14.12841,0.119,2.87,8.6,2.0,739.0,3.733,-0.089
3521,Kepler-276 c,2013,31.884,0.1994,2.9,16.6,3.74,563.0,5.099,-0.089
3522,Kepler-276 d,2013,48.648,0.2642,2.8,16.3,4.08,489.0,4.563,-0.089
3523,Kepler-277 b,2013,17.324,0.1385,2.92,87.3,19.3,964.0,8.045,0.568
3524,Kepler-277 c,2013,33.006,0.2129,3.36,64.2,9.3,778.0,7.201,0.568
3525,Kepler-278 b,2014,30.160546,0.207,4.07,15.6,1.27,836.0,7.508,0.62
3526,Kepler-278 c,2014,51.078775,0.294,3.59,12.6,1.5,702.0,11.315,0.62
3527,Kepler-279 b,2014,12.309681,0.112,3.62,12.8,1.48,1104.0,5.868,0.519
3528,Kepler-279 c,2013,35.736,0.2236,4.3,49.4,0.3,774.0,8.995,0.519
3529,Kepler-279 d,2013,54.414,0.2901,3.1,37.5,0.3,574.0,8.559,0.519
3532,Kepler-280 b,2014,2.139542,0.032,1.45,2.7,4.87,1425.0,2.02,-0.064
3533,Kepler-280 c,2014,4.807091,0.056,2.01,4.7,3.18,1088.0,0.901,-0.064
3534,Kepler-281 b,2014,14.646008,0.117,2.82,8.35,2.05,694.0,6.293,0.146
3535,Kepler-281 c,2014,36.337373,0.215,5.31,24.4,0.896,513.0,6.809,0.146
3536,Kepler-281 d,2021,148.2720032,0.5456,5.937,29.5,0.774,321.0,4.192,0.146
3537,Kepler-282 b,2014,9.220524,0.082,1.01,1.01,5.39,817.0,4.847,0.106
3538,Kepler-282 c,2014,13.638723,0.106,1.2,1.87,5.95,717.0,5.573,0.106
3539,Kepler-282 d,2013,24.806,0.154,2.46,61.0,22.5,588.0,6.1513,0.106
3540,Kepler-282 e,2013,44.347,0.2269,3.1,56.2,10.4,484.0,6.399,0.106
3541,Kepler-283 b,2014,11.008151,0.082,2.13,5.18,2.95,488.0,2.087,-0.983
3542,Kepler-283 c,2014,92.743711,0.341,1.82,3.97,3.62,240.0,6.279,-0.983
3543,Kepler-284 b,2014,12.699149,0.104,2.24,5.65,2.76,686.0,2.819,-0.341
3544,Kepler-284 c,2014,37.514456,0.213,2.61,7.32,2.26,478.0,5.352,-0.341
3545,Kepler-285 b,2014,2.633867,0.036,1.34,2.36,5.39,1131.0,2.061,-0.279
3546,Kepler-285 c,2014,6.186676,0.064,1.12,1.46,5.71,851.0,2.908,-0.279
3547,Kepler-286 b,2014,1.796302,0.027,1.24,2.07,5.97,1367.0,1.974,-0.116
3548,Kepler-286 c,2014,3.468095,0.042,1.37,2.45,5.24,1098.0,2.305,-0.116
3549,Kepler-286 d,2014,5.914323,0.061,1.33,2.33,5.44,919.0,2.655,-0.116
3550,Kepler-286 e,2014,29.221289,0.176,1.77,3.78,3.75,539.0,3.93,-0.116
3551,Kepler-287 b,2014,20.342199,0.145,2.33,6.04,2.62,667.0,2.257,-0.134
3552,Kepler-287 c,2014,44.851896,0.246,3.26,10.7,1.7,513.0,3.584,-0.134
3553,Kepler-288 b,2014,6.097326,0.065,1.67,3.43,4.05,1197.0,3.306,0.056
3554,Kepler-288 c,2014,19.305772,0.14,2.85,8.5,2.02,815.0,4.192,0.056
3555,Kepler-288 d,2014,56.633742,0.287,2.67,7.61,2.2,570.0,6.039,0.056
3556,Kepler-289 b,2014,34.545,0.21,2.15,7.3,4.1,607.0,3.178,0.061
3557,Kepler-289 c,2014,125.8518,0.51,11.59,132.0,0.47,394.0,8.067,0.061
3559,Kepler-29 b,2011,10.33974,0.0919,2.55,5.0,1.65,777.0,3.041,-0.297
3560,Kepler-29 c,2011,13.28613,0.1087,2.34,4.5,1.91,715.0,3.2825,-0.297
3561,Kepler-290 b,2014,14.589347,0.11,2.25,5.69,2.74,594.0,2.404,-0.586
3562,Kepler-290 c,2014,36.77031,0.205,2.7,7.75,2.16,437.0,4.278,-0.586
3563,Kepler-290 d,2023,0.76401755,0.0154,0.86,0.566,4.89,1589.0,1.103,-0.586
3564,Kepler-291 b,2014,3.546511,0.047,2.16,5.31,2.9,1212.0,2.266,0.071
3565,Kepler-291 c,2014,5.700786,0.065,1.88,4.19,3.47,1035.0,1.647,0.071
3566,Kepler-292 b,2014,2.580827,0.035,1.32,2.3,5.5,1130.0,2.092,-0.337
3567,Kepler-292 c,2014,3.715335,0.045,1.47,2.76,4.77,1001.0,2.32,-0.337
3568,Kepler-292 d,2014,7.055679,0.068,2.23,5.6,2.77,808.0,3.145,-0.337
3569,Kepler-292 e,2014,11.97901,0.097,2.67,7.61,2.2,678.0,4.094,-0.337
3570,Kepler-292 f,2014,20.834237,0.141,2.35,6.12,2.59,563.0,4.341,-0.337
3571,Kepler-293 b,2014,19.254196,0.144,3.07,9.64,1.83,657.0,4.533,-0.233
3572,Kepler-293 c,2014,54.155743,0.286,3.83,14.0,1.37,466.0,4.608,-0.233
3573,Kepler-294 b,2014,3.701212,0.048,1.77,3.78,3.75,1087.0,2.476,-0.148
3574,Kepler-294 c,2014,6.6264,0.071,2.71,7.8,2.15,895.0,3.175,-0.148
3575,Kepler-295 b,2014,12.645164,0.099,1.22,1.98,5.99,741.0,8.613,0.629
3576,Kepler-295 c,2014,21.526258,0.142,1.17,1.71,5.87,621.0,8.213,0.629
3577,Kepler-295 d,2014,33.884054,0.192,1.36,2.42,5.29,533.0,5.373,0.629
3578,Kepler-296 b,2014,10.864384,0.079,1.61,3.22,3.0,495.0,1.853,-1.509
3579,Kepler-296 c,2014,5.8416366,0.0521,2.0,4.66,1.2,606.0,1.8734,-1.509
3580,Kepler-296 d,2014,19.850291,0.118,2.09,5.02,1.9,403.0,2.8407,-1.509
3581,Kepler-296 e,2014,34.14211,0.169,1.53,2.96,4.1,337.0,2.945,-1.569
3582,Kepler-296 f,2014,63.33627,0.255,1.8,3.89,3.2,274.0,3.6,-1.569
3583,Kepler-297 b,2014,38.871826,0.217,2.87,48.5,11.3,509.0,6.125,-0.096
3584,Kepler-297 c,2014,74.920137,0.336,6.54,42.1,0.827,409.0,4.794,-0.096
3585,Kepler-297 d,2023,150.0189511,0.523,32.6,89700.0,14.2,325.0,4.3823,-0.096
3586,Kepler-298 b,2014,10.475464,0.08,1.96,4.5,3.28,540.0,2.32,-0.733
3587,Kepler-298 c,2014,22.92881,0.136,1.93,4.38,3.35,416.0,2.398,-0.733
3588,Kepler-298 d,2014,77.473633,0.305,2.5,6.8,2.39,277.0,4.433,-0.733
3589,Kepler-299 b,2014,2.927128,0.04,1.32,2.3,5.5,1258.0,2.546,-0.044
3590,Kepler-299 c,2014,6.885875,0.07,2.65,7.51,2.22,946.0,4.009,-0.044
3591,Kepler-299 d,2014,15.054786,0.118,1.86,4.12,3.52,729.0,4.279,-0.044
3592,Kepler-299 e,2014,38.285489,0.22,1.87,4.16,3.5,534.0,5.638,-0.044
3593,Kepler-30 b,2012,29.33434,0.18,3.9,11.3,1.02,524.0,4.8,-0.237
3594,Kepler-30 c,2012,60.323105,0.3,12.3,640.0,1.88,411.0,5.7408,-0.237
3595,Kepler-30 d,2012,143.34394,0.5,8.8,23.1,0.19,308.0,7.728,-0.237
3596,Kepler-300 b,2014,10.446347,0.094,1.67,3.43,4.05,812.0,2.19,0.34
3597,Kepler-300 c,2014,40.714955,0.232,2.25,5.69,2.74,516.0,8.692,0.34
3598,Kepler-301 b,2014,2.508553,0.036,1.35,2.39,5.34,1278.0,2.294,-0.08
3599,Kepler-301 c,2014,5.419026,0.06,1.35,2.39,5.34,989.0,2.281,-0.08
3600,Kepler-301 d,2014,13.751243,0.112,1.75,3.71,3.8,725.0,3.958,-0.08
3601,Kepler-302 b,2014,30.184104,0.193,4.06,15.5,1.27,634.0,5.94,0.049
3603,Kepler-303 b,2014,1.937055,0.024,0.89,0.64,4.99,802.0,1.535,-1.066
3604,Kepler-303 c,2014,7.061149,0.057,1.14,1.55,5.75,521.0,1.054,-1.066
3605,Kepler-304 b,2014,3.295709,0.039,2.86,8.55,2.01,875.0,1.797,-0.662
3606,Kepler-304 c,2014,5.315946,0.054,2.17,5.35,2.88,746.0,1.114,-0.662
3607,Kepler-304 d,2014,9.653471,0.08,2.75,8.0,2.11,611.0,2.987,-0.662
3608,Kepler-304 e,2016,1.49914695,0.0232,1.2,1.87,5.95,1137.0,1.4421,-0.662
3609,Kepler-305 b,2013,5.487,0.0571,3.6,10.5,1.24,836.0,2.93,-0.423
3610,Kepler-305 c,2013,8.291,0.0752,3.3,6.0,0.917,728.0,3.613,-0.423
3611,Kepler-305 d,2014,16.738661,0.121,2.71,9.1,2.5,576.0,2.46,-0.423
3612,Kepler-305 e,2020,3.20538,0.0399,1.794,3.87,3.68,1000.0,2.143,-0.423
3613,Kepler-306 b,2014,4.646186,0.05,1.52,2.92,4.57,830.0,2.316,-0.469
3614,Kepler-306 c,2014,7.240193,0.067,2.35,6.12,2.59,716.0,3.052,-0.469
3615,Kepler-306 d,2014,17.326644,0.12,2.47,6.66,2.43,535.0,4.777,-0.469
3616,Kepler-306 e,2014,44.840975,0.227,2.27,5.77,2.71,390.0,5.484,-0.469
3617,Kepler-307 b,2013,10.4208,0.0917,2.43,7.44,2.62,797.0,2.7791,-0.122
3618,Kepler-307 c,2013,13.0729,0.1068,2.2,3.64,1.74,739.0,3.0401,-0.122
3619,Kepler-308 b,2014,9.694928,0.09,2.12,5.14,2.96,833.0,2.609,-0.116
3620,Kepler-308 c,2014,15.38231,0.123,2.16,5.31,2.9,714.0,3.951,-0.116
3621,Kepler-309 b,2014,5.923653,0.059,1.56,3.05,4.41,531.0,2.787,-0.574
3622,Kepler-309 c,2014,105.356383,0.401,2.51,6.85,2.38,204.0,3.658,-0.574
3623,Kepler-31 b,2011,20.8613,0.16,5.5,25.9,0.855,781.0,4.992,0.301
3626,Kepler-310 b,2014,13.930698,0.111,1.19,1.81,5.9,665.0,2.104,-0.239
3627,Kepler-310 c,2014,56.47542,0.281,3.38,11.4,1.62,417.0,6.133,-0.239
3628,Kepler-310 d,2014,92.876125,0.392,2.47,7.0,3.3,353.0,7.126,-0.239
3629,Kepler-311 b,2014,9.176092,0.087,1.7,3.53,3.95,960.0,4.342,0.193
3630,Kepler-311 c,2014,19.738286,0.145,1.43,2.63,4.94,744.0,4.86,0.193
3631,Kepler-311 d,2023,232.040326,0.7326,2.05,4.86,3.1,327.0,12.235,0.193
3632,Kepler-312 b,2014,1.772419,0.031,1.29,2.21,5.66,1685.0,2.453,0.598
3633,Kepler-312 c,2014,19.747412,0.153,3.15,10.1,1.78,754.0,3.376,0.598
3634,Kepler-313 b,2014,14.970418,0.125,2.53,6.94,2.35,883.0,5.858,0.312
3635,Kepler-313 c,2014,32.273273,0.208,2.57,7.13,2.31,683.0,6.51,0.312
3636,Kepler-314 b,2014,2.461069,0.035,0.83,0.498,4.79,1195.0,2.293,-0.226
3637,Kepler-314 c,2014,5.960392,0.064,2.9,8.75,1.97,890.0,2.765,-0.226
3638,Kepler-315 b,2014,96.101141,0.402,3.77,13.7,1.4,409.0,8.36,0.004
3639,Kepler-315 c,2014,265.469335,0.791,4.15,16.1,1.24,291.0,10.184,0.004
3640,Kepler-316 b,2014,2.240508,0.027,1.06,1.2,5.54,837.0,1.39,-0.936
3641,Kepler-316 c,2014,6.827766,0.058,1.16,1.65,5.81,577.0,2.419,-0.936
3642,Kepler-317 b,2014,5.524242,0.061,2.09,109.8,66.1,976.0,2.672,-0.208
3643,Kepler-317 c,2014,8.77501,0.083,1.72,3.61,3.9,837.0,2.857,-0.208
3644,Kepler-318 b,2014,4.662715,0.056,4.71,19.9,1.05,1039.0,2.746,0.004
3645,Kepler-318 c,2014,11.815007,0.105,3.68,13.1,1.44,762.0,2.556,0.004
3646,Kepler-319 b,2014,4.362705,0.051,1.63,3.29,4.17,1023.0,2.194,-0.181
3647,Kepler-319 c,2014,6.941357,0.069,2.63,7.41,2.24,876.0,1.791,-0.181
3648,Kepler-319 d,2014,31.781925,0.191,2.29,5.86,2.68,528.0,3.863,-0.181
3651,Kepler-32 d,2012,22.7802,0.13,2.7,7.75,2.16,328.0,2.976,-1.292
3652,Kepler-32 e,2012,2.896,0.033,1.5,2.86,4.66,652.0,1.272,-1.292
3653,Kepler-32 f,2012,0.74296,0.013,0.82,0.477,4.75,1026.0,0.936,-1.292
3654,Kepler-320 b,2014,8.371554,0.085,1.14,1.55,5.75,1292.0,4.04,0.374
3655,Kepler-320 c,2014,17.934937,0.142,1.37,2.45,5.24,1002.0,5.26,0.374
3656,Kepler-321 b,2014,4.915379,0.057,1.77,3.78,3.75,1042.0,2.725,-0.008
3657,Kepler-321 c,2014,13.093921,0.11,2.32,5.99,2.64,752.0,2.14,-0.008
3658,Kepler-322 b,2014,1.653888,0.027,1.01,1.01,5.39,1373.0,1.672,-0.288
3659,Kepler-322 c,2014,4.337234,0.051,1.67,3.43,4.05,996.0,2.454,-0.288
3660,Kepler-323 b,2014,1.678328,0.02778,1.381,3.9,8.2,1838.0,2.5123,0.151
3661,Kepler-323 c,2014,3.5538229,0.0458,1.57,6.8,9.6,1431.0,3.1029,0.151
3662,Kepler-324 b,2014,4.385315,0.05,1.14,1.55,5.75,935.0,2.488,-0.308
3663,Kepler-324 c,2014,51.805612,0.26,3.15,10.1,1.78,410.0,6.589,-0.308
3664,Kepler-324 e,2021,13.97939968,0.1074,2.039,4.81,3.12,635.0,1.2325,-0.308
3665,Kepler-325 b,2014,4.544439,0.053,2.91,8.8,1.96,1017.0,1.756,-0.255
3666,Kepler-325 c,2014,12.762172,0.105,2.54,6.99,2.34,721.0,1.838,-0.255
3667,Kepler-325 d,2014,38.715185,0.22,2.79,8.2,2.07,498.0,3.458,-0.255
3668,Kepler-326 b,2014,2.248329,0.032,1.52,44.6,69.8,1127.0,2.071,-0.157
3669,Kepler-326 c,2014,4.580358,0.051,1.4,17.4,34.8,889.0,2.142,-0.157
3670,Kepler-326 d,2014,6.766888,0.066,1.21,6.9,21.4,781.0,1.631,-0.157
3671,Kepler-327 b,2014,2.549575,0.029,1.11,1.41,5.67,682.0,1.667,-1.26
3672,Kepler-327 c,2014,5.212333,0.047,1.03,20.3,102.0,537.0,2.129,-1.26
3673,Kepler-327 d,2014,13.969457,0.09,1.73,3.64,3.86,387.0,1.408,-1.26
3674,Kepler-328 b,2013,34.921,0.2199,2.3,28.5,12.9,602.0,9.874,0.44
3675,Kepler-328 c,2013,71.312,0.354,5.4,39.4,1.37,475.0,8.781,0.44
3676,Kepler-329 b,2014,7.416397,0.061,1.4,2.54,5.09,547.0,2.168,-0.971
3677,Kepler-329 c,2014,18.684737,0.113,1.93,4.38,3.35,402.0,3.948,-0.971
3678,Kepler-33 b,2011,5.66793,0.0677,1.74,3.68,3.84,1336.0,4.88,0.556
3679,Kepler-33 c,2011,13.17562,0.1189,3.2,0.39,0.13,1009.0,6.7,0.556
3680,Kepler-33 d,2011,21.77596,0.1662,5.35,3.91,0.25,853.0,8.011,0.556
3681,Kepler-33 e,2011,31.7844,0.2138,4.02,5.57,0.8,752.0,8.9,0.556
3682,Kepler-33 f,2011,41.02902,0.2535,4.46,9.6,0.9,691.0,9.87,0.556
3683,Kepler-330 b,2014,8.25978,0.075,1.35,2.39,5.34,714.0,3.005,-0.442
3684,Kepler-330 c,2014,15.955387,0.116,1.95,4.46,3.31,573.0,3.917,-0.442
3685,Kepler-331 b,2014,8.457496,0.065,1.82,3.97,3.62,540.0,2.304,-0.784
3686,Kepler-331 c,2014,17.28111,0.105,1.84,4.04,3.56,425.0,2.772,-0.784
3687,Kepler-331 d,2014,32.134328,0.159,1.64,3.33,4.15,346.0,2.815,-0.784
3688,Kepler-332 b,2014,7.626324,0.07,1.17,1.71,5.87,703.0,2.37,-0.584
3689,Kepler-332 c,2014,15.995622,0.114,1.09,1.32,5.6,550.0,3.379,-0.584
3690,Kepler-332 d,2014,34.21154,0.189,1.18,1.76,5.89,427.0,4.709,-0.584
3691,Kepler-333 b,2014,12.551158,0.087,1.32,28.2,67.4,480.0,3.216,-0.928
3692,Kepler-333 c,2014,24.08821,0.135,1.11,1.41,5.67,386.0,3.99,-0.928
3693,Kepler-334 b,2014,5.470319,0.061,1.12,1.46,5.71,1090.0,3.041,0.056
3694,Kepler-334 c,2014,12.758005,0.107,1.43,2.63,4.94,822.0,4.088,0.056
3695,Kepler-334 d,2014,25.09849,0.168,1.41,2.57,5.04,656.0,2.767,0.056
3696,Kepler-335 b,2014,6.562331,0.075,3.39,11.4,1.61,1290.0,4.035,0.578
3697,Kepler-335 c,2014,67.844469,0.356,3.07,9.64,1.83,592.0,12.157,0.578
3698,Kepler-336 b,2014,2.024823,0.033,1.02,1.04,5.39,1625.0,2.762,0.26
3699,Kepler-336 c,2014,9.600001,0.092,2.1,5.06,3.0,967.0,4.243,0.26
3700,Kepler-336 d,2014,20.678772,0.154,2.37,6.21,2.56,749.0,4.515,0.26
3701,Kepler-337 b,2014,3.292781,0.045,1.54,2.99,4.5,1458.0,4.767,0.481
3702,Kepler-337 c,2014,9.693201,0.093,2.05,4.86,3.1,1017.0,5.509,0.481
3703,Kepler-338 b,2014,13.726976,0.117,2.44,30.6,11.6,1005.0,7.288,0.586
3704,Kepler-338 c,2014,24.310856,0.172,2.34,6.08,2.61,831.0,8.82,0.586
3705,Kepler-338 d,2014,44.431014,0.257,3.0,9.27,1.89,680.0,10.624,0.586
3706,Kepler-338 e,2014,9.341,0.0893,1.56,8.5,12.3,1143.0,6.18,0.586
3707,Kepler-339 b,2014,4.977656,0.055,1.42,2.6,4.99,1023.0,2.553,-0.313
3708,Kepler-339 c,2014,6.988055,0.069,1.15,7.3,26.4,914.0,3.15,-0.313
3709,Kepler-339 d,2014,10.558345,0.091,1.17,14.7,50.4,796.0,3.41,-0.313
3711,Kepler-340 b,2014,14.844387,0.134,2.53,6.94,2.35,1092.0,5.626,0.867
3712,Kepler-340 c,2014,22.824669,0.178,3.37,11.3,1.62,946.0,6.614,0.867
3713,Kepler-341 b,2014,5.195528,0.06,1.18,1.76,5.89,1085.0,3.816,0.127
3714,Kepler-341 c,2014,8.01041,0.08,1.7,3.53,3.95,940.0,4.216,0.127
3715,Kepler-341 d,2014,27.666313,0.182,1.85,4.08,3.54,622.0,6.048,0.127
3716,Kepler-341 e,2014,42.473269,0.242,1.99,4.62,3.22,539.0,7.168,0.127
3717,Kepler-342 b,2014,15.170318,0.128,2.25,5.69,2.74,905.0,4.016,0.453
3718,Kepler-342 c,2014,26.234138,0.185,1.96,4.5,3.28,754.0,2.435,0.453
3719,Kepler-342 d,2014,39.459357,0.242,2.49,6.76,2.41,658.0,8.164,0.453
3720,Kepler-342 e,2016,1.64422461,0.0293,0.88,0.615,4.96,1897.0,2.7822,0.453
3721,Kepler-343 b,2014,8.96855,0.088,2.41,6.39,2.51,1024.0,4.326,0.216
3722,Kepler-343 c,2014,23.22182,0.167,2.02,4.74,3.16,746.0,2.708,0.216
3723,Kepler-344 b,2014,21.963945,0.153,2.61,7.32,2.26,643.0,2.676,-0.185
3724,Kepler-344 c,2014,125.596809,0.488,2.95,9.01,1.93,360.0,7.533,-0.185
3725,Kepler-345 b,2014,7.415563,0.066,0.74,0.5,5.2,622.0,1.971,-0.495
3726,Kepler-345 c,2014,9.387427,0.077,1.2,2.2,4.8,575.0,1.555,-0.495
3727,Kepler-346 b,2014,6.511127,0.071,2.66,7.56,2.21,1008.0,1.509,-0.153
3728,Kepler-346 c,2014,23.851549,0.168,3.07,9.64,1.83,654.0,2.385,-0.153
3729,Kepler-347 b,2014,12.79836,0.11,1.97,4.54,3.26,908.0,6.244,0.342
3730,Kepler-347 c,2014,27.320871,0.183,1.75,3.71,3.8,705.0,3.927,0.342
3731,Kepler-347 d,2023,85.517344,0.3802,3.04,9.48,1.85,482.0,9.331,0.342
3732,Kepler-348 b,2014,7.05677,0.076,1.52,2.92,4.57,1196.0,1.909,0.433
3733,Kepler-348 c,2014,17.265427,0.138,1.33,2.33,5.44,888.0,5.187,0.433
3734,Kepler-349 b,2014,5.929778,0.065,1.9,94.5,75.7,972.0,2.364,-0.007
3735,Kepler-349 c,2014,12.247629,0.105,1.96,4.5,3.28,763.0,3.278,-0.007
3737,Kepler-350 b,2014,11.189562,0.104,1.85,4.08,3.54,1037.0,5.12,0.428
3738,Kepler-350 c,2013,17.849,0.1385,3.1,6.1,1.13,888.0,5.8919,0.428
3739,Kepler-350 d,2013,26.136,0.1786,2.8,14.9,3.73,782.0,6.613,0.428
3740,Kepler-351 b,2014,37.054919,0.214,3.06,4.8,0.921,498.0,5.122,-0.386
3741,Kepler-351 c,2014,57.24809,0.287,3.19,11.1,1.88,431.0,5.923,-0.386
3742,Kepler-351 d,2016,142.544247,0.5177,2.72,7.85,2.14,318.0,8.949,-0.386
3743,Kepler-352 b,2014,10.05537,0.085,0.86,0.566,4.89,694.0,2.963,-0.432
3744,Kepler-352 c,2014,16.332995,0.118,1.24,2.07,5.97,591.0,2.122,-0.432
3745,Kepler-352 d,2021,6.88727999,0.0657,0.806,0.449,4.71,788.0,2.425,-0.432
3746,Kepler-353 b,2014,5.795278,0.051,0.89,0.64,4.99,534.0,2.184,-1.187
3747,Kepler-353 c,2014,8.410894,0.065,1.38,2.48,5.19,472.0,2.253,-1.187
3748,Kepler-354 b,2014,5.47666,0.054,1.84,4.04,3.56,741.0,2.503,-0.714
3749,Kepler-354 c,2014,16.934402,0.115,1.31,2.27,5.55,508.0,3.456,-0.714
3750,Kepler-354 d,2014,24.209842,0.146,1.24,2.07,5.97,451.0,4.373,-0.714
3751,Kepler-355 b,2014,11.03189,0.102,1.46,2.73,4.82,840.0,4.935,0.195
3752,Kepler-355 c,2014,25.762294,0.179,2.71,7.8,2.15,633.0,6.816,0.195
3753,Kepler-356 b,2014,4.612696,0.057,1.57,3.09,4.39,1294.0,2.972,0.461
3754,Kepler-356 c,2014,13.121632,0.115,1.81,3.93,3.64,913.0,3.626,0.461
3755,Kepler-357 b,2014,6.475434,0.063,1.84,4.04,3.56,793.0,2.651,-0.556
3756,Kepler-357 c,2014,16.85837,0.12,2.67,7.61,2.2,576.0,2.016,-0.556
3757,Kepler-357 d,2014,49.499875,0.246,3.43,11.6,1.58,402.0,6.594,-0.556
3758,Kepler-358 b,2014,34.060467,0.21,2.72,7.85,2.14,554.0,2.461,-0.138
3759,Kepler-358 c,2014,83.488369,0.381,2.85,8.5,2.02,411.0,6.088,-0.138
3760,Kepler-359 b,2014,25.563222,0.178,3.53,12.2,1.52,671.0,4.284,-0.097
3761,Kepler-359 c,2014,57.68802,0.307,4.3,2.9,0.1,512.0,4.161,-0.097
3762,Kepler-359 d,2014,77.095691,0.372,4.01,2.7,0.1,464.0,3.476,-0.097
3763,Kepler-36 b,2012,13.86825,0.1153,1.498,3.83,6.26,978.0,7.2783,0.51
3764,Kepler-36 c,2012,16.21865,0.1283,3.679,7.13,0.787,928.0,7.46,0.51
3765,Kepler-360 b,2014,3.289672,0.044,1.65,3.36,4.11,1116.0,2.312,-0.132
3766,Kepler-360 c,2014,7.186434,0.075,2.1,5.06,3.0,860.0,1.406,-0.132
3767,Kepler-361 b,2014,8.486616,0.086,1.45,2.7,4.87,1060.0,5.176,0.459
3768,Kepler-361 c,2014,55.188023,0.3,2.52,6.9,2.37,568.0,9.167,0.459
3769,Kepler-362 b,2014,10.327186,0.087,0.88,0.615,4.96,838.0,1.803,0.209
3770,Kepler-362 c,2014,37.866281,0.207,1.45,2.7,4.87,543.0,4.769,0.209
3771,Kepler-363 b,2014,3.614568,0.048,1.16,1.65,5.81,1347.0,3.401,0.365
3772,Kepler-363 c,2014,7.542427,0.079,1.69,66.4,75.6,1054.0,4.9,0.365
3773,Kepler-363 d,2014,11.932125,0.107,2.05,4.86,3.1,905.0,6.35,0.365
3774,Kepler-364 b,2014,25.745718,0.178,1.55,3.02,4.46,753.0,6.983,0.351
3775,Kepler-364 c,2014,59.980627,0.312,2.15,5.27,2.91,568.0,6.582,0.351
3776,Kepler-365 b,2014,10.664903,0.098,2.04,4.82,3.12,865.0,3.293,0.112
3777,Kepler-365 c,2014,17.784129,0.137,1.64,3.33,4.15,729.0,3.862,0.112
3778,Kepler-366 b,2014,3.281959,0.045,1.46,2.73,4.82,1326.0,2.851,0.573
3779,Kepler-366 c,2014,12.51616,0.11,1.79,3.86,3.7,848.0,4.838,0.573
3780,Kepler-367 b,2014,37.815724,0.201,1.3,2.24,5.6,401.0,4.631,-0.617
3781,Kepler-367 c,2014,53.578637,0.253,1.2,1.87,5.95,357.0,5.236,-0.617
3782,Kepler-368 b,2014,26.84768,0.186,3.26,10.7,1.7,800.0,10.085,0.562
3783,Kepler-368 c,2014,72.379334,0.36,3.88,14.3,1.35,575.0,7.685,0.562
3784,Kepler-369 b,2014,2.732756,0.03,1.13,1.51,5.75,687.0,1.037,-1.42
3785,Kepler-369 c,2014,14.871572,0.094,1.41,2.57,5.04,391.0,2.427,-1.42
